Movie Name,Rating,Action,Comedy,Drama,Horror,Science Fiction,Mystery,Romance,Music,Animation,Adventure,Documentary,Family,Crime,Fantasy,History,Western
Justin Bieber Abducted by Aliens: Never Say Never Parody,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkbar,6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Comment j'ai accepté ma place parmi les mortels,8.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fan of the Dead,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Goose Feather,6.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hands of Justice,5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Der Ruf der Berge - Schatten der Vergangenheit,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenacious D: The Complete Masterworks,8.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Double Dibs,7.1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Perlman in Russia,7.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Aftermath,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What Men Think,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Castlevania II: Simon's Quest,7.7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tusen och en natt (jävla sköna män),6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Evil Shadow,7.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Don't Leave Me This Way,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Newenas weite Reise,5.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hancinin kizi,3.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ben Bernie and His Orchestra,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Live Results Show 6,7.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Never Again! The Story of a Speeder Cop.,4.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
What a Girl Wants: Part 2,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Parodius! From Myth to Laughter,8.5,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Bo Knows Bo,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Minnesota Ice Driving,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crystal Force 2: Dark Angel,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Episode #9.67,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Motel Cactus,5.1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Buddy, Can You Spare a Dime?",6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snow Job,6.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Disney's Dream Weddings,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flying Fists,5.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hamara Tiranga,6.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Who Is the Patron Saint of Motherhood?,8.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniyan Pillai Athava Maniyan Pillai,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall Into Darkness,7.2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Não És Homem Não És Nada,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad to the Bee,6.9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Yakshiyum Njanum,3.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ingen utväg,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kontrollverlust,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Episode #1.39,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is It Just Me?,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Goa Dalli CID 999,8.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ayyappante Amma Neyyappam Chuttu,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ygraerio,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Book of the Heart: Part 1,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beware of Greeks... Bearing Guns,5.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Impact is imminent,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skateboard Spud,6.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
La calle grita,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Monday Night Football XXX,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrow Will Be Better,7.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tricks of the Trade,8.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Where the Wild Things Are,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joséphine,5.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaynanalar,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il torcinaso,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Gaga: One Sequin at a Time,6.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Unidentified,4.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Naughty by Nature,7.7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Chain Link,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Namida no ato ni mô ichido,7.0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Put Your Feet in Our Hands,7.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Blue Beast,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Writing on the Wall,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Merida and Campeche,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thanksgiving,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Enemy at the Gates: Through the Crosshairs,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Empire,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Vikingland,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iz dnevnikov Yona Tikhogo. Puteshestvie na Interopiyu.,6.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Leonie Löwenherz,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pilot,8.2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Future I Am,5.3,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
Ballada o Piotrowskim,7.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Women Without Men,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Intersections: The Making of 'Rendition',6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moon Sun Flower Game: A True Fairytale,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don't Kill,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Episode #3.36,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Stranger,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Games,6.8,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
The First Motion Picture Unit,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Triple H invades Randy Orton's House,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lingo Show,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Pocong Kesetanan!,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Universe,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moon Units,6.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Episode #8.5,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapter XII,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Candy House the Witch Lives In,6.9,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
Episode #1.18,6.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The End of Misery's,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Destiny of Lesser Animals,7.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Dug Up,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabaret Balkan,7.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloommates,8.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Taking the Wheel,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Painted Woman,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ungrateful,8.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Beneath a Steel Sky,8.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Blowback,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Doug's Minor Catastrophe,8.2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Atlantic,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purgatory, Inc.",8.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marido de Mulher Boa,7.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brownsville: Black Magic,9.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
My Daughter Is Losing Her Mind,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Whirlpool,9.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivasik-telesik,7.2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Hollywood Rhythm,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hedonist Hypnotist,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strike,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12 corazones: Rumbo al altar,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Adventures of Bunny Rabbit,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trench Town: The Forgotten Land,7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ligne 208,4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood and Sand,7.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Crazy About Them,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely Yellow Color,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Show 6,6.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Latinos Beyond Reel,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Mediocre Samaritan,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Halbfinale,2.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crook: It's Good to Be Bad,5.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Third,9.3,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
Russell's Father's Son,7.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
El motamarreda,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El último amor en Tierra del Fuego,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
À la vue à la mort,6.1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Villon la cour des miracles,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"Zwei Frauen, ein Mann und ein Baby",5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valea Corlatului,7.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Battle of the Network Stars II,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bionik Ali: Futbolcu,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing of Sister Dot,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Inconvenient Penguin,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,6.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Gracie Code: Part 2,7.9,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Rice Paper Stars,9.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackwater Trail,5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perihan Abla,7.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Episode #1.6,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Rajavinte Makan,7.7,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Naz: The Little Prince the Big Fight,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
History of the World in 2 Hours,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
El hombre y la tierra: Serie ibérica,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Una tubería podrida, un chatarrero conceptual y el primer montepinariano puro",7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un certain Monsieur Jo,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Die zertanzten Schuhe,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Das Gelbe vom Ei,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fine, Totally Fine",6.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Voyage of Terror: The Achille Lauro Affair,6.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
The Barber,5.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Desperate Search,7.3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Thunderbolt,7.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Petka s hvezdickou,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Linda Godiva,7.4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Adosados,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All Hell Broke Loose,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sauna on Moon,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Tragic Assembly,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Stone,7.3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
What Goes Around/Mask of the Raccoon,7.7,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
201 Belmont,7.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Anxious Sunday,6.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Os anos JK - Uma Trajetória Política,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In Search of Bigfoot,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wrong Number,9.6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Disease,7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Meerkats 3D,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Legend of El Diablo,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Victims,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Kizil Maske,5.6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Sex and the Suburbs,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Autism Enigma,7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Singles Only,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rise and Fall of the Clash,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ozu no kuni no kari ire,7.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Jimmy's Story,7.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Episode #2.1,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waiting to Exhale,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shemesh,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #1.3471,6.1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Der Fischer Gorian,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kondaveeti Simham,6.6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Dragon Ball Z,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Sacrifice,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Trail of Ed Wood,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good to Go,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pokemon: Pikachu's Rescue Adventure,5.8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Episode #7.8,10.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mowgli: Legend of the Jungle,6.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Trouble with Sex,5.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Le pavillon des écorchés,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeunesse dorée,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Momok Jangan Panggil Aku,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michelle/Troy & Josh,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Future War,4.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Paganini Strikes Again,6.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Try Honesty: Part 1,7.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Episode #1.6,9.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Gambler,6.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Queen,8.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Bosco d'amore,4.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Episode #1.1,8.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Detective Conan: Countdown to Heaven,7.6,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
Episode #1.3,4.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sobre Códigos y Reglas,7.8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Stepenice hrabrosti,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addicted to Plastic,7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jim Gaffigan: King Baby,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juliana, prinses van Oranje",7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From the Midst of Pain,8.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hit the Jackpot,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Midnight Sun,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure One: Part 4,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pedro infante vive?,6.7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Hunter Country,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pikmin,8.1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Follow That Horse!,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Making Fiends,8.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tribes,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosas de mujer,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Places Other People Have Lived,7.7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
A Single Man,7.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Episode #1.1,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Serling: Beyond the Twilight Zone,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Surf's Up,9.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Frank's Girl,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Doll,6.9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Endgame,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dan and Dee Have a Lot in Common,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Key of Life,7.3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Jack and Jill,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breeder,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kadhal Desam,6.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BBC Future Generations,7.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Gauri Ganesha,8.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Günah Bende mi,5.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Episode #10.34,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusty Drives a Car,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Episode #1.10,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #4.7,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr_Right_22,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Women's Prison,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Les cinq gentlemen maudits,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call of Siva,6.7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Fast Money,5.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Happy Together: All About My Dog,6.7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Horsefly Opera,5.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ozzie and Harriet: The Adventures of America's Favorite Family,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Meguriau Mae no Sadame no Koi Uta (Kohen),7.7,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
Mahôtsukai monbi?,6.4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
Aleksandr. Nevskaya bitva,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Heiress,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monsters' Dinner,5.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immortal Grand Prix,7.6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Maira Kalman,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsintty,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Company of Heroes: Opposing Fronts,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jill Mayfield Story,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Stop,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8 Man,5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corazón indomable,6.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hunger House,8.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Is Harry on the Boat?,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Koh-Lanta, Bocas del Toro",6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lion Warriors,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brensham People,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Man from Chicago: Part 2,8.3,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
Parkland,6.4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Short Sighted,6.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
Moonlight Serenade,7.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hello My Love,5.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Der Fall der Generale,9.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Roadkill: The Last Days of John Martin,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boomerang,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sardar Papa Rayudu,6.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Then Comes Marriage,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Blackheart: Monster Smasher,4.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosyth to Hull,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cabo,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode #6.6,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Always a Bridesmaid, Never Alive",8.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Nos voisins les Marsupilamis,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Everyone's Going to Die,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Savage Justice,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Jeopardy,5.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bir soförün gizli defteri,6.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kiddy Girl-and,7.4,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Beyond Chaos,9.4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apparitions,7.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Meaning of Life,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hit and Run,6.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50 Shocking Facts About Diet + Exercise,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
